,state,state_name,state_abbrev,state_population,state_swing,death_proportion,state_pop_density,hospitals_per_head,median_salary,race pop,population,perc_of_pop_race
240,South Dakota,South Dakota,S.D.,896581,0.0,0.07807437364833741,11.8265,6.564064602918741e-05,"40,000.00",pacific_pop,2073,0.0023121168081857634
241,Tennessee,Tennessee,Tenn.,6944260,0.0,0.13802766601480934,168.4069,1.8549890275447162e-05,"42,000.00",pacific_pop,3374,0.00048586890467810823
242,Texas,Texas,Tex.,29730311,0.0,0.1256259983287763,113.8081,1.5183428657777294e-05,"45,000.00",pacific_pop,21484,0.0007226295076428901
243,Utah,Utah,Utah,3310774,0.0,0.017669584212030177,40.2918,1.6058068036761634e-05,"45,000.00",pacific_pop,29108,0.008791901833226912
244,Virginia,Virginia,Va.,8603985,3.0,0.06639946489911361,217.8776,1.0365921755339841e-05,"54,000.00",pacific_pop,4347,0.0005052310063302063
245,Vermont,Vermont,Vt.,623251,3.0,0.01203367503622136,67.6197,2.5247217469933518e-05,"50,000.00",pacific_pop,336,0.000539108641622717
246,Washington,Washington,Wash.,7796941,3.0,0.03633476256906395,117.3249,1.2204516455471718e-05,"54,000.00",pacific_pop,48667,0.006241806882981415
247,Wisconsin,Wisconsin,Wis.,5852490,1.0,0.1378216793194008,108.0633,2.240169144189414e-05,"45,000.00",pacific_pop,3903,0.0006668956290399471
248,West Virginia,West Virginia,W.Va.,1767859,0.0,0.10283625560635774,73.5443,3.147913480941002e-05,"39,185.00",pacific_pop,286,0.0001617776078295837
249,Wyoming,Wyoming,Wyo.,581075,0.0,0.053177300692681666,5.9847,4.7920494211880216e-05,"45,000.00",pacific_pop,717,0.0012339198898593125
250,Alaska,Alaska,Alaska,724357,0.0,0.040863828195213135,1.2694,3.276299716778923e-05,"50,000.00",other_pop,2096,0.0028936008073367136
251,Alabama,Alabama,Ala.,4934193,0.0,0.13734768785898727,97.4271,1.9396795108741385e-05,"46,000.00",other_pop,9623,0.0019502682606861953
252,Arkansas,Arkansas,Ark.,3033946,0.0,0.14255362488323786,58.3059,3.011510057621537e-05,"42,000.00",other_pop,3094,0.0010197940240202034
253,Arizona,Arizona,Ariz.,7520103,1.0,0.1666599513331134,66.2016,1.349402668929339e-05,"43,000.00",other_pop,10110,0.0013443964796758768
254,California,California,Calif.,39613493,3.0,0.13017029323821558,254.2929,9.407324336285771e-06,"48,200.00",other_pop,107538,0.0027146810810144916
255,Colorado,Colorado,Colo.,5893634,3.0,0.042265943219412676,56.8653,1.5292519701125808e-05,"46,000.00",other_pop,8905,0.0015109523258485342
256,Connecticut,Connecticut,Conn.,3552821,3.0,0.10574695432165032,733.7507,9.710593356659398e-06,"55,000.00",other_pop,11912,0.0033528286395515003
257,Delaware,Delaware,Del.,990334,3.0,0.07391445714274174,508.1242,1.3172688027213313e-05,"44,000.00",other_pop,4046,0.004085490349720397
258,Florida,Florida,Fla.,21944577,0.0,0.12139673505668394,409.2229,1.1537884735713976e-05,"40,000.00",other_pop,82214,0.00374643812911044
259,Georgia,Georgia,Ga.,10830007,1.0,0.10792236791721371,188.3054,1.3351502809235498e-05,"42,000.00",other_pop,36739,0.003392333910772172
260,Hawaii,Hawaii,Hawaii,1406430,3.0,0.022681541207169927,218.9678,1.665605055131266e-05,"48,000.00",other_pop,3631,0.0025817139850543573
261,Iowa,Iowa,Iowa,3167974,0.0,0.08352341275528145,56.7158,3.6477473264759755e-05,"43,000.00",other_pop,3158,0.0009968516155751278
262,Idaho,Idaho,Idaho,1860123,0.0,0.05182452988323891,22.5079,2.5199273109891108e-05,"45,000.00",other_pop,2487,0.0013370083591246384
263,Illinois,Illinois,Ill.,12569321,3.0,0.10494600304980675,226.3967,1.420162474287376e-05,"50,000.00",other_pop,22113,0.001759283576256824
264,Indiana,Indiana,Ind.,6805663,0.0,0.12161930439400247,189.9644,1.8015027066777225e-05,"45,000.00",other_pop,14484,0.002128227624553258
265,Kansas,Kansas,Kans.,2917224,0.0,0.10660820012450192,35.6808,4.4170607247011395e-05,"45,000.00",other_pop,4072,0.0013958475591864046
266,Kentucky,Kentucky,Ky.,4480713,0.0,0.1793910924444391,113.476,2.4194150575987513e-05,"44,000.00",other_pop,6168,0.0013765666312481964
267,Louisiana,Louisiana,La.,4627002,0.0,0.1258914519596058,107.0966,4.4228916871379225e-05,"43,000.00",other_pop,11477,0.002480439818266774
268,Massachusetts,Massachusetts,Mass.,6912239,3.0,0.1135232737178214,886.1845,1.2750131869411143e-05,"57,000.00",other_pop,57348,0.00829658812434003
269,Maryland,Maryland,Md.,6065436,3.0,0.08960608932317479,624.8518,8.563488525000874e-06,"55,000.00",other_pop,18960,0.0031259088382104764
270,Maine,Maine,Maine,1354522,3.0,0.03240995716570126,43.9167,2.5495522830446802e-05,"43,000.00",other_pop,2502,0.0018471460780998758
271,Michigan,Michigan,Mich.,9992427,1.0,0.1427881334534643,176.7351,1.427225652076337e-05,"48,000.00",other_pop,10364,0.001037185460549274
272,Minnesota,Minnesota,Minn.,5706398,3.0,0.05025937552901147,71.6641,1.9518141516379438e-05,"50,000.00",other_pop,12703,0.002226097794090072
273,Missouri,Missouri,Mo.,6169038,0.0,0.12105615170469043,89.7419,2.0689633478531846e-05,"45,000.00",other_pop,12046,0.0019526545305767285
274,Mississippi,Mississippi,Miss.,2966407,0.0,0.21753589443390606,63.2186,3.021896943073128e-05,"37,000.00",other_pop,3794,0.0012789883519018126
275,Montana,Montana,Mont.,1085004,0.0,0.12396267663529352,7.4547,5.087829387197946e-05,"40,000.00",other_pop,1358,0.0012516082890016995
276,North Carolina,North Carolina,N.C.,10701022,0.0,0.09005681887206661,220.1041,9.678110581932433e-06,"42,900.00",other_pop,21879,0.0020445710699407964
277,North Dakota,North Dakota,N.D.,770026,0.0,0.09207481305826037,11.1596,5.928333128741839e-05,"46,000.00",other_pop,624,0.0008103622475085257
278,Nebraska,Nebraska,Nebr.,1951996,0.0,0.08796124582222505,25.4087,4.8008463525090874e-05,"45,000.00",other_pop,1110,0.0005686487062473488
279,New Hampshire,New Hampshire,N.H.,1372203,3.0,0.029150205909766996,153.2674,2.043970365930724e-05,"50,000.00",other_pop,1433,0.0010443061267174027
280,New Jersey,New Jersey,N.J.,8874520,3.0,0.12725195278167156,1206.7609,8.689756384541991e-06,"56,000.00",other_pop,47706,0.00537561468113205
281,New Mexico,New Mexico,N.M.,2105005,3.0,0.10403775763002938,17.354,2.4600004527362397e-05,"38,480.00",other_pop,3788,0.0017995206662216954
282,Nevada,Nevada,Nev.,3185786,3.0,0.1585166109713584,29.0195,1.7400414335226366e-05,"45,000.00",other_pop,11965,0.003755745050044165
283,New York,New York,N.Y.,19299981,3.0,0.3489744368142124,409.54,9.034072609650523e-06,"50,000.00",other_pop,107705,0.005580575442017274
284,Ohio,Ohio,Ohio,11714618,0.0,0.0864304751550584,286.6944,1.6288879749548327e-05,"46,002.00",other_pop,19236,0.0016420509827977318
285,Oklahoma,Oklahoma,Okla.,3990443,0.0,0.12221700698393637,58.174,3.4856764891466056e-05,"45,000.00",other_pop,3887,0.0009740773142230074
286,Oregon,Oregon,Ore.,4289439,3.0,0.2817384744252104,44.6872,1.3129723708897647e-05,"45,000.00",other_pop,5530,0.0012892128784206978
287,Pennsylvania,Pennsylvania,Pa.,12804123,1.0,0.12648269623776653,286.1704,1.583562204503846e-05,"49,088.00",other_pop,19913,0.0015552021797978666
288,Rhode Island,Rhode Island,R.I.,1061509,3.0,0.11822791893427187,1026.6044,1.2618726685303823e-05,"50,000.00",other_pop,8741,0.008234503899637214
289,South Carolina,South Carolina,S.C.,5277830,0.0,0.12993976691178002,175.5707,1.442214831830952e-05,"45,000.00",other_pop,8058,0.0015267638404419998
290,South Dakota,South Dakota,S.D.,896581,0.0,0.07807437364833741,11.8265,6.564064602918741e-05,"40,000.00",other_pop,241,0.0002687989149892759
291,Tennessee,Tennessee,Tenn.,6944260,0.0,0.13802766601480934,168.4069,1.8549890275447162e-05,"42,000.00",other_pop,15077,0.002171145665628879
292,Texas,Texas,Tex.,29730311,0.0,0.1256259983287763,113.8081,1.5183428657777294e-05,"45,000.00",other_pop,43532,0.0014642295534681759
293,Utah,Utah,Utah,3310774,0.0,0.017669584212030177,40.2918,1.6058068036761634e-05,"45,000.00",other_pop,6713,0.0020276225438522833
294,Virginia,Virginia,Va.,8603985,3.0,0.06639946489911361,217.8776,1.0365921755339841e-05,"54,000.00",other_pop,23329,0.0027114180231601983
295,Vermont,Vermont,Vt.,623251,3.0,0.01203367503622136,67.6197,2.5247217469933518e-05,"50,000.00",other_pop,716,0.0011488148434579326
296,Washington,Washington,Wash.,7796941,3.0,0.03633476256906395,117.3249,1.2204516455471718e-05,"54,000.00",other_pop,14188,0.0018196880032823129
297,Wisconsin,Wisconsin,Wis.,5852490,1.0,0.1378216793194008,108.0633,2.240169144189414e-05,"45,000.00",other_pop,5824,0.0009951319865561495
298,West Virginia,West Virginia,W.Va.,1767859,0.0,0.10283625560635774,73.5443,3.147913480941002e-05,"39,185.00",other_pop,2569,0.0014531701906090927
299,Wyoming,Wyoming,Wyo.,581075,0.0,0.053177300692681666,5.9847,4.7920494211880216e-05,"45,000.00",other_pop,137,0.00023576990921998021
300,Alaska,Alaska,Alaska,724357,0.0,0.040863828195213135,1.2694,3.276299716778923e-05,"50,000.00",hispanic_pop,52548,0.07254433932439391
301,Alabama,Alabama,Ala.,4934193,0.0,0.13734768785898727,97.4271,1.9396795108741385e-05,"46,000.00",hispanic_pop,219296,0.044444147198944184
302,Arkansas,Arkansas,Ark.,3033946,0.0,0.14255362488323786,58.3059,3.011510057621537e-05,"42,000.00",hispanic_pop,231951,0.07645192102957667
303,Arizona,Arizona,Ariz.,7520103,1.0,0.1666599513331134,66.2016,1.349402668929339e-05,"43,000.00",hispanic_pop,2310592,0.30725536605017245
304,California,California,Calif.,39613493,3.0,0.13017029323821558,254.2929,9.407324336285771e-06,"48,200.00",hispanic_pop,15574882,0.39317113489588007
305,Colorado,Colorado,Colo.,5893634,3.0,0.042265943219412676,56.8653,1.5292519701125808e-05,"46,000.00",hispanic_pop,1256903,0.21326451557731613
306,Connecticut,Connecticut,Conn.,3552821,3.0,0.10574695432165032,733.7507,9.710593356659398e-06,"55,000.00",hispanic_pop,600954,0.1691484034799389
307,Delaware,Delaware,Del.,990334,3.0,0.07391445714274174,508.1242,1.3172688027213313e-05,"44,000.00",hispanic_pop,93390,0.09430151847760453
308,Florida,Florida,Fla.,21944577,0.0,0.12139673505668394,409.2229,1.1537884735713976e-05,"40,000.00",hispanic_pop,5663629,0.25808786380343535
309,Georgia,Georgia,Ga.,10830007,1.0,0.10792236791721371,188.3054,1.3351502809235498e-05,"42,000.00",hispanic_pop,1042642,0.09627343731172104
310,Hawaii,Hawaii,Hawaii,1406430,3.0,0.022681541207169927,218.9678,1.665605055131266e-05,"48,000.00",hispanic_pop,150864,0.10726733644760138
311,Iowa,Iowa,Iowa,3167974,0.0,0.08352341275528145,56.7158,3.6477473264759755e-05,"43,000.00",hispanic_pop,197482,0.062337001503168905
312,Idaho,Idaho,Idaho,1860123,0.0,0.05182452988323891,22.5079,2.5199273109891108e-05,"45,000.00",hispanic_pop,229494,0.12337571225128662
313,Illinois,Illinois,Ill.,12569321,3.0,0.10494600304980675,226.3967,1.420162474287376e-05,"50,000.00",hispanic_pop,2216300,0.17632615158766332
314,Indiana,Indiana,Ind.,6805663,0.0,0.12161930439400247,189.9644,1.8015027066777225e-05,"45,000.00",hispanic_pop,485554,0.07134558381747672
315,Kansas,Kansas,Kans.,2917224,0.0,0.10660820012450192,35.6808,4.4170607247011395e-05,"45,000.00",hispanic_pop,354804,0.12162384513496392
316,Kentucky,Kentucky,Ky.,4480713,0.0,0.1793910924444391,113.476,2.4194150575987513e-05,"44,000.00",hispanic_pop,168017,0.037497826796762036
317,Louisiana,Louisiana,La.,4627002,0.0,0.1258914519596058,107.0966,4.4228916871379225e-05,"43,000.00",hispanic_pop,250203,0.05407453897793863
318,Massachusetts,Massachusetts,Mass.,6912239,3.0,0.1135232737178214,886.1845,1.2750131869411143e-05,"57,000.00",hispanic_pop,853735,0.12351063092581145
319,Maryland,Maryland,Md.,6065436,3.0,0.08960608932317479,624.8518,8.563488525000874e-06,"55,000.00",hispanic_pop,643171,0.10603870851163874
320,Maine,Maine,Maine,1354522,3.0,0.03240995716570126,43.9167,2.5495522830446802e-05,"43,000.00",hispanic_pop,23067,0.017029623734424394
321,Michigan,Michigan,Mich.,9992427,1.0,0.1427881334534643,176.7351,1.427225652076337e-05,"48,000.00",hispanic_pop,525973,0.052637162122875655
322,Minnesota,Minnesota,Minn.,5706398,3.0,0.05025937552901147,71.6641,1.9518141516379438e-05,"50,000.00",hispanic_pop,314217,0.05506398256833821
323,Missouri,Missouri,Mo.,6169038,0.0,0.12105615170469043,89.7419,2.0689633478531846e-05,"45,000.00",hispanic_pop,264334,0.04284849598916395
324,Mississippi,Mississippi,Miss.,2966407,0.0,0.21753589443390606,63.2186,3.021896943073128e-05,"37,000.00",hispanic_pop,90143,0.030387940697281256
325,Montana,Montana,Mont.,1085004,0.0,0.12396267663529352,7.4547,5.087829387197946e-05,"40,000.00",hispanic_pop,40328,0.03716852656764399
326,North Carolina,North Carolina,N.C.,10701022,0.0,0.09005681887206661,220.1041,9.678110581932433e-06,"42,900.00",hispanic_pop,1022995,0.09559787840824924
327,North Dakota,North Dakota,N.D.,770026,0.0,0.09207481305826037,11.1596,5.928333128741839e-05,"46,000.00",hispanic_pop,30486,0.03959087095760403
328,Nebraska,Nebraska,Nebr.,1951996,0.0,0.08796124582222505,25.4087,4.8008463525090874e-05,"45,000.00",hispanic_pop,219472,0.11243465662839473
329,New Hampshire,New Hampshire,N.H.,1372203,3.0,0.029150205909766996,153.2674,2.043970365930724e-05,"50,000.00",hispanic_pop,54182,0.03948541141507488
330,New Jersey,New Jersey,N.J.,8874520,3.0,0.12725195278167156,1206.7609,8.689756384541991e-06,"56,000.00",hispanic_pop,1856845,0.20923328811023018
331,New Mexico,New Mexico,N.M.,2105005,3.0,0.10403775763002938,17.354,2.4600004527362397e-05,"38,480.00",hispanic_pop,1032950,0.49071142348830527
332,Nevada,Nevada,Nev.,3185786,3.0,0.1585166109713584,29.0195,1.7400414335226366e-05,"45,000.00",hispanic_pop,900599,0.28269287390929587
333,New York,New York,N.Y.,19299981,3.0,0.3489744368142124,409.54,9.034072609650523e-06,"50,000.00",hispanic_pop,3749257,0.19426221196798069
334,Ohio,Ohio,Ohio,11714618,0.0,0.0864304751550584,286.6944,1.6288879749548327e-05,"46,002.00",hispanic_pop,467589,0.03991500192323813
335,Oklahoma,Oklahoma,Okla.,3990443,0.0,0.12221700698393637,58.174,3.4856764891466056e-05,"45,000.00",hispanic_pop,438106,0.10978881292127216
336,Oregon,Oregon,Ore.,4289439,3.0,0.2817384744252104,44.6872,1.3129723708897647e-05,"45,000.00",hispanic_pop,566839,0.13214758386819347
337,Pennsylvania,Pennsylvania,Pa.,12804123,1.0,0.12648269623776653,286.1704,1.583562204503846e-05,"49,088.00",hispanic_pop,997830,0.0779303666483054
338,Rhode Island,Rhode Island,R.I.,1061509,3.0,0.11822791893427187,1026.6044,1.2618726685303823e-05,"50,000.00",hispanic_pop,172643,0.16263922397266534
339,South Carolina,South Carolina,S.C.,5277830,0.0,0.12993976691178002,175.5707,1.442214831830952e-05,"45,000.00",hispanic_pop,298478,0.056553166737087025
340,South Dakota,South Dakota,S.D.,896581,0.0,0.07807437364833741,11.8265,6.564064602918741e-05,"40,000.00",hispanic_pop,33018,0.03682656670172578
341,Tennessee,Tennessee,Tenn.,6944260,0.0,0.13802766601480934,168.4069,1.8549890275447162e-05,"42,000.00",hispanic_pop,389127,0.0560357763102188
342,Texas,Texas,Tex.,29730311,0.0,0.1256259983287763,113.8081,1.5183428657777294e-05,"45,000.00",hispanic_pop,11524842,0.38764619717567034
343,Utah,Utah,Utah,3310774,0.0,0.017669584212030177,40.2918,1.6058068036761634e-05,"45,000.00",hispanic_pop,462054,0.1395607190342802
344,Virginia,Virginia,Va.,8603985,3.0,0.06639946489911361,217.8776,1.0365921755339841e-05,"54,000.00",hispanic_pop,828154,0.09625237607922375
345,Vermont,Vermont,Vt.,623251,3.0,0.01203367503622136,67.6197,2.5247217469933518e-05,"50,000.00",hispanic_pop,12408,0.01990851197992462
346,Washington,Washington,Wash.,7796941,3.0,0.03633476256906395,117.3249,1.2204516455471718e-05,"54,000.00",hispanic_pop,991723,0.12719385718065584
347,Wisconsin,Wisconsin,Wis.,5852490,1.0,0.1378216793194008,108.0633,2.240169144189414e-05,"45,000.00",hispanic_pop,412769,0.07052878347506787
348,West Virginia,West Virginia,W.Va.,1767859,0.0,0.10283625560635774,73.5443,3.147913480941002e-05,"39,185.00",hispanic_pop,26823,0.015172590121723508
349,Wyoming,Wyoming,Wyo.,581075,0.0,0.053177300692681666,5.9847,4.7920494211880216e-05,"45,000.00",hispanic_pop,58607,0.10085961364711957
